timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
7322,-0.0542,-0.0242,1.2441,-0.1832,-2.3817,-3.1298
7342,-0.0066,-0.0022,1.2334,-0.458,-1.9771,-7.1756
7362,0.0181,-0.0037,1.2056,0.458,-1.1603,-7.4504
7382,-0.0186,-0.0156,1.29,0.6489,-2.5573,4.0534
7402,0.0764,0.0237,1.2161,-0.8015,-4.8321,26.542
7422,-0.0444,-0.0193,1.2351,-0.1603,-6.5115,10.8397
7442,-0.021,-0.0061,1.2483,2.374,-13.0382,-1.2672
7462,-0.0596,0.0176,1.3303,-5.458,-28.5573,-3.9618
7482,0.0051,-0.0229,1.3354,-7.8168,-40.6183,9.771
7502,0.0146,-0.0376,1.3596,9.3053,-62.6718,17.0992
7522,0.0554,-0.05,1.3743,14.8473,-50.4733,10.0305
7542,-0.0264,0.0354,1.4648,11.4962,-47.6718,10.9695
7562,0.0642,0.061,1.5176,-4.1069,-77.2672,20.0382
7582,0.0669,0.0757,1.5493,-6.6718,-118.1832,40.1832
7602,-0.0366,0.0332,1.625,-27.4046,-188.626,38.6565
7622,0.1069,0.0178,1.2358,-83.4657,-236.2519,7.5725
7642,0.2781,-0.1038,0.707,-64.3206,-165.1985,5.8855
7662,0.2031,-0.0276,0.7695,-72.4351,-93.9542,7.0458
7682,0.6655,-0.092,0.928,-31.3282,-86.4657,18.313
7702,0.9946,0.0261,0.3484,7.9618,64.9313,-2.1145
7722,0.6052,0.0515,0.3923,24.4733,250.1298,11.1908
7742,-0.626,-0.0598,0.8098,-44.9084,250.1298,37.6107
7762,-1.1531,-0.6069,1.3408,-4.3206,250.1298,50.9466
7782,-0.3909,-0.0208,1.925,5.4809,124.4427,12.2595
7802,-0.2664,0.4814,1.9999,-74.5954,-250.1374,70.9542
7822,0.1189,-0.2571,1.135,-115.4733,-250.1374,9.7939
7842,-0.1931,-0.4287,0.333,-2.1756,-69.0992,-29.6489
7862,0.0115,-0.0615,1.4109,24.7252,-84.4351,-18.2519
7882,-0.4424,-0.0735,1.2266,-7.8321,-200.6565,24.8321
7902,-0.2791,-0.2632,1.3188,23.7328,-250.1374,-2.3282
7922,-0.0132,-0.26,1.8188,57.6641,-250.1374,31.2137
7942,-0.0156,-0.0476,1.019,-15.9389,-220.6488,2.229
7962,0.0696,-0.0769,0.8225,-20.3664,139.3053,1.7176
7982,0.1882,0.0083,1.1682,-15.3511,250.1298,-15.5802
8002,-0.2046,-0.1667,0.8738,-32.7099,250.1298,0.7481
8022,-0.0481,0.0906,1.4963,-7.5802,68.687,0.4809
8042,-0.1804,-0.2673,1.385,0.9618,-250.1374,22.855
8062,0.249,-0.4331,1.0571,42.3969,-250.1374,32.5649
8082,0.1531,-0.2012,1.7813,-12.0458,-221.4733,36.9771
8102,-0.3281,-0.0947,1.0488,-84.1221,-102.6183,26.1527
